Type,RegionName,Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
Minimum,West Virginia,2022,-7.889,-4.778,-0.167,3.5,10.444,13.5,17.167,16.444,12.0,2.944,1.0,-4.056
Minimum,Wisconsin,1968,-15.222,-15.889,-4.444,0.667,4.722,11.444,13.5,12.778,9.0,4.056,-3.778,-12.333
Minimum,Wisconsin,1973,-13.111,-11.722,-1.667,0.111,4.889,12.556,14.556,14.611,8.889,5.389,-3.778,-12.389
Minimum,Wisconsin,1978,-18.944,-18.889,-9.833,-0.667,6.667,10.667,13.778,13.056,10.333,2.056,-5.833,-14.722
Minimum,Wisconsin,1983,-11.611,-7.667,-4.444,-1.167,3.833,11.389,16.222,15.333,9.111,3.0,-2.611,-18.778
Minimum,Wisconsin,1988,-18.0,-17.0,-6.389,-0.5,6.778,11.833,14.889,15.167,8.778,-0.833,-2.722,-12.5
Minimum,Wisconsin,1993,-14.667,-13.722,-7.722,-1.333,6.611,10.611,14.611,14.167,5.778,0.611,-5.222,-9.278
Minimum,Wisconsin,1998,-10.111,-4.167,-5.0,1.667,8.778,11.611,14.222,14.389,10.056,3.833,-1.389,-9.0
Minimum,Wisconsin,2003,-15.056,-16.333,-7.611,-0.889,5.333,10.611,13.722,14.389,8.778,1.833,-3.833,-8.5
Minimum,Wisconsin,2008,-14.389,-16.222,-9.667,0.333,4.0,12.0,14.111,12.111,9.833,2.389,-3.722,-16.556
Minimum,Wisconsin,2013,-13.611,-13.444,-9.944,-1.778,6.278,11.944,14.444,13.056,9.167,2.667,-5.222,-16.0
Minimum,Wisconsin,2018,-14.444,-14.722,-7.167,-5.444,9.444,13.333,14.611,14.333,10.667,1.722,-6.0,-7.389
Minimum,Wisconsin,2022,-18.444,-15.5,-6.556,-1.0,7.889,11.889,14.556,13.944,9.722,2.0,-3.167,-11.0
Minimum,Wyoming,1968,-14.111,-9.444,-6.111,-5.222,0.389,6.167,9.278,7.833,2.944,-1.556,-8.389,-13.944
Minimum,Wyoming,1973,-15.556,-13.389,-8.0,-5.0,0.889,6.389,9.556,9.444,3.722,-0.5,-7.167,-10.111
Minimum,Wyoming,1978,-14.0,-12.333,-6.111,-1.556,1.5,6.0,9.444,7.444,4.0,-2.111,-10.722,-17.5
Minimum,Wyoming,1983,-8.778,-8.611,-5.333,-4.722,0.278,6.222,10.0,12.056,4.333,-0.389,-7.333,-18.167
Minimum,Wyoming,1988,-14.556,-11.222,-7.944,-2.444,2.556,10.167,11.0,8.778,3.5,0.333,-7.167,-11.944
Minimum,Wyoming,1993,-14.556,-15.278,-6.222,-2.944,3.167,5.333,7.0,7.444,2.667,-2.0,-10.611,-10.556
Minimum,Wyoming,1998,-10.778,-8.667,-8.389,-2.889,2.5,4.556,11.778,10.0,7.5,-0.333,-4.556,-12.0
Minimum,Wyoming,2003,-8.111,-12.778,-5.889,-1.222,2.5,5.833,11.833,11.5,3.389,-0.222,-9.611,-9.444
Minimum,Wyoming,2008,-14.833,-10.778,-8.444,-5.722,1.444,5.611,10.389,9.111,3.333,-1.333,-4.222,-13.611
Minimum,Wyoming,2013,-12.944,-11.333,-7.444,-5.444,2.944,7.222,11.333,10.722,7.056,-2.167,-6.944,-13.667
Minimum,Wyoming,2018,-9.778,-13.5,-6.444,-3.222,4.278,7.5,11.0,8.944,4.944,-1.889,-7.778,-11.667
Minimum,Wyoming,2022,-11.556,-13.167,-7.278,-4.944,1.222,6.611,11.556,11.056,6.611,-0.778,-10.444,-13.0
Minimum,Alaska,1968,-20.389,-20.444,-14.833,-10.611,-1.444,4.222,7.778,6.278,-0.778,-8.222,-14.278,-23.278
Minimum,Alaska,1973,-25.333,-19.333,-17.5,-8.778,-1.5,4.222,6.111,4.778,0.722,-7.722,-17.444,-17.667
Minimum,Alaska,1978,-14.056,-16.0,-15.278,-7.889,-0.889,4.167,7.167,6.111,1.833,-7.611,-12.0,-15.889
Minimum,Alaska,1983,-22.056,-17.333,-15.5,-7.333,-0.833,5.056,7.333,4.944,-1.278,-8.556,-12.0,-15.222
Minimum,Alaska,1988,-17.056,-17.111,-14.833,-8.556,0.278,5.389,7.611,5.889,0.222,-9.833,-18.111,-16.0
Minimum,Alaska,1993,-20.0,-16.056,-13.333,-5.722,0.556,5.667,8.722,6.167,0.778,-4.167,-12.556,-14.389
Minimum,Alaska,1998,-21.0,-16.0,-11.278,-5.056,-0.278,5.389,8.167,5.111,1.667,-6.222,-12.556,-19.333
Minimum,Alaska,2003,-15.944,-11.778,-16.722,-7.444,-1.111,5.611,7.222,5.889,-0.556,-3.5,-13.0,-18.889
Minimum,Alaska,2008,-21.556,-21.444,-15.111,-9.722,-0.722,4.778,6.444,4.556,1.278,-11.222,-15.944,-18.111
Minimum,Alaska,2013,-15.611,-18.222,-16.833,-13.889,-3.389,6.389,8.111,6.5,0.944,-1.778,-13.889,-17.389
Minimum,Alaska,2018,-17.5,-14.667,-12.222,-7.389,0.0,5.333,8.333,6.444,2.5,-2.389,-10.056,-16.0
Minimum,Alaska,2022,-19.278,-16.611,-12.833,-9.0,-0.667,5.833,7.556,6.389,2.722,-4.889,-12.056,-17.167
Minimum,Northeast,1968,-14.278,-13.111,-4.222,1.389,5.056,11.333,14.278,12.778,9.889,4.944,-1.5,-9.111
Minimum,Northeast,1973,-9.278,-11.333,-1.222,2.0,6.167,13.333,15.0,15.333,9.333,4.056,-0.889,-6.0
Minimum,Northeast,1978,-12.111,-15.056,-7.278,-0.333,7.0,11.111,13.556,14.278,7.778,2.222,-2.333,-7.833
Minimum,Northeast,1983,-9.111,-8.667,-2.611,1.444,5.833,11.333,14.389,14.111,9.444,3.778,-0.722,-9.0
Minimum,Northeast,1988,-12.556,-10.333,-5.389,1.167,7.278,10.0,15.611,15.056,8.222,1.778,-0.667,-9.0
Minimum,Northeast,1993,-8.167,-14.167,-6.944,1.222,6.667,11.111,15.0,14.111,9.556,2.056,-2.0,-7.389
Minimum,Northeast,1998,-6.056,-5.056,-2.889,1.778,9.278,12.5,14.333,14.056,10.389,4.611,-0.611,-4.5
Minimum,Northeast,2003,-13.167,-11.778,-5.944,-0.111,6.556,11.722,14.722,15.556,10.611,2.889,0.333,-6.667
Minimum,Northeast,2008,-8.0,-8.778,-5.833,2.111,4.833,13.389,15.333,12.833,10.333,2.667,-1.0,-7.278
Minimum,Northeast,2013,-8.778,-8.111,-4.056,1.0,7.167,12.722,16.778,13.278,9.056,5.0,-2.778,-7.389
Minimum,Northeast,2018,-11.389,-6.056,-4.667,-0.778,8.889,11.722,15.611,16.5,12.833,4.889,-2.278,-5.833
Minimum,Northeast,2022,-13.167,-9.333,-3.667,1.444,8.222,11.778,15.222,15.5,10.833,3.611,0.056,-5.444
Minimum,East North Central Region,1968,-15.333,-15.556,-4.722,1.0,4.833,11.944,13.889,13.222,9.278,3.944,-3.611,-12.389
Minimum,East North Central Region,1973,-12.889,-11.889,-1.222,0.333,5.389,12.778,14.611,15.0,9.0,5.611,-3.5,-12.222
Minimum,East North Central Region,1978,-18.889,-18.556,-9.167,0.056,7.389,11.333,14.222,13.389,10.667,2.222,-5.667,-14.278
Minimum,East North Central Region,1983,-11.333,-7.944,-4.167,-0.778,4.333,12.0,16.667,16.0,9.444,3.222,-2.333,-18.722
Minimum,East North Central Region,1988,-17.111,-16.444,-6.222,-0.389,8.0,12.833,15.222,15.222,9.0,-0.222,-3.222,-11.833
Minimum,East North Central Region,1993,-14.667,-14.056,-7.5,-0.611,6.778,11.111,15.0,14.5,6.333,1.0,-5.444,-9.833
Minimum,East North Central Region,1998,-10.444,-4.0,-5.167,1.944,9.278,12.0,14.889,14.944,10.611,4.333,-1.611,-8.944
Minimum,East North Central Region,2003,-14.611,-15.667,-7.611,0.167,6.0,11.222,14.389,14.778,8.556,2.5,-4.056,-8.111
Minimum,East North Central Region,2008,-14.333,-15.556,-8.444,0.278,4.667,12.333,14.611,12.833,9.778,2.833,-3.278,-15.556
Minimum,East North Central Region,2013,-13.111,-12.667,-9.167,-1.833,6.778,12.5,14.833,13.611,10.111,3.111,-5.222,-15.611
Minimum,East North Central Region,2018,-14.278,-14.5,-6.222,-4.444,9.667,14.0,15.222,14.667,11.0,1.944,-6.333,-7.778
Minimum,East North Central Region,2022,-18.167,-15.889,-6.278,-1.111,8.111,12.778,15.222,14.389,10.056,2.333,-3.444,-10.944
Minimum,Central Region,1968,-8.0,-8.333,-0.111,5.556,9.5,15.667,17.333,17.611,12.056,6.167,1.333,-5.222
Minimum,Central Region,1973,-5.444,-4.778,4.444,5.722,9.222,16.444,18.167,17.222,14.667,8.667,2.444,-4.167
Minimum,Central Region,1978,-11.389,-11.889,-2.444,5.889,10.389,15.611,18.111,17.167,14.556,4.444,2.222,-4.389
Minimum,Central Region,1983,-4.444,-3.0,1.0,3.722,9.167,15.167,18.833,18.833,12.444,7.5,2.0,-9.056
Minimum,Central Region,1988,-8.0,-6.611,-0.222,4.333,9.889,14.222,18.111,18.444,12.778,3.111,1.0,-4.778
Minimum,Central Region,1993,-4.0,-6.167,-0.778,4.444,10.778,15.5,19.556,18.0,11.889,5.111,0.333,-3.111
Minimum,Central Region,1998,-1.444,0.611,1.278,5.778,13.556,16.667,18.667,17.833,14.833,7.444,2.389,-1.944
Minimum,Central Region,2003,-8.333,-5.556,0.667,6.278,11.111,14.056,17.944,18.278,11.889,6.056,3.167,-2.778
Minimum,Central Region,2008,-6.167,-4.778,-0.222,5.556,9.389,16.667,17.611,16.167,13.722,5.889,0.111,-5.333
Minimum,Central Region,2013,-4.222,-4.167,-1.889,4.889,11.444,16.389,17.611,16.944,13.556,7.167,-0.667,-4.778
Minimum,Central Region,2018,-8.0,-1.944,0.0,2.222,15.056,17.944,18.389,18.389,16.444,7.722,-0.722,-1.556
Minimum,Central Region,2022,-8.0,-5.278,1.167,4.833,12.778,16.333,19.278,17.833,13.278,4.778,1.111,-3.5
Minimum,Southeast Region,1968,-0.444,-2.167,3.833,10.167,13.333,17.833,19.778,19.889,15.611,11.056,4.778,-0.222
Minimum,Southeast Region,1973,1.333,0.278,9.0,9.333,13.0,18.889,20.167,19.556,18.389,11.722,7.056,1.778
Minimum,Southeast Region,1978,-2.0,-2.056,4.222,9.667,14.222,18.5,20.056,20.167,17.833,9.389,8.389,2.444
Minimum,Southeast Region,1983,0.611,2.222,5.667,7.778,13.5,17.5,20.111,20.278,16.056,11.778,5.278,1.111
Minimum,Southeast Region,1988,-0.722,0.889,5.167,9.389,12.5,16.833,20.0,20.722,17.667,8.222,6.833,1.222
Minimum,Southeast Region,1993,4.722,1.556,4.833,7.667,14.111,18.5,21.278,20.111,17.444,11.0,5.833,1.278
Minimum,Southeast Region,1998,4.056,4.333,5.778,10.222,15.889,19.778,21.333,20.056,18.5,12.0,8.0,5.667
Minimum,Southeast Region,2003,-1.167,2.833,8.5,10.111,15.778,18.5,20.611,21.0,16.833,11.222,8.333,0.389
Minimum,Southeast Region,2008,1.222,3.389,5.611,10.278,13.889,19.167,19.944,20.0,17.889,10.222,4.056,4.444
Minimum,Southeast Region,2013,4.556,2.889,2.944,10.389,13.778,19.778,20.944,20.167,17.333,12.333,5.556,4.5
Minimum,Southeast Region,2018,-1.0,8.5,5.056,8.611,17.111,20.111,21.0,20.833,20.833,13.833,6.111,4.667
Minimum,Southeast Region,2022,0.778,3.889,7.333,9.944,16.111,19.444,21.778,20.889,17.167,9.444,8.222,3.389
Minimum,West North Central Region,1968,-14.944,-10.833,-4.722,-2.556,2.444,9.111,11.611,10.444,5.778,0.222,-5.944,-14.722
Minimum,West North Central Region,1973,-13.278,-11.0,-4.222,-2.222,3.278,9.222,11.667,12.333,5.944,1.556,-7.333,-11.0
Minimum,West North Central Region,1978,-18.278,-15.111,-6.722,0.278,5.0,9.0,12.111,10.333,7.333,-0.278,-9.778,-16.222
Minimum,West North Central Region,1983,-8.944,-7.167,-4.556,-2.833,2.556,8.833,13.111,14.444,5.944,1.056,-5.056,-20.556
Minimum,West North Central Region,1988,-15.556,-12.389,-6.056,-1.333,6.167,13.111,13.0,11.389,5.722,0.222,-5.833,-10.944
Minimum,West North Central Region,1993,-16.0,-15.278,-5.389,-1.0,5.111,8.167,10.5,10.556,4.167,-0.722,-8.889,-9.389
Minimum,West North Central Region,1998,-12.278,-5.944,-7.833,-0.167,5.389,7.944,14.0,12.944,9.278,1.444,-3.444,-11.056
Minimum,West North Central Region,2003,-11.0,-13.0,-6.944,0.611,4.556,8.944,13.556,13.667,5.611,1.611,-9.056,-8.833
Minimum,West North Central Region,2008,-14.778,-12.111,-7.056,-3.389,3.667,8.444,12.556,11.667,5.722,0.333,-3.944,-15.389
Minimum,West North Central Region,2013,-12.389,-9.778,-8.333,-4.0,4.889,9.778,13.0,12.944,9.278,-0.278,-6.778,-14.944
Minimum,West North Central Region,2018,-12.111,-16.389,-6.611,-3.611,7.278,10.944,12.944,11.222,6.944,-0.778,-7.0,-9.556
Minimum,West North Central Region,2022,-12.889,-13.389,-6.389,-3.556,4.111,9.778,13.778,13.222,8.333,1.111,-9.278,-14.278
Minimum,South Region,1968,-0.556,-1.389,4.333,9.889,13.944,18.833,20.056,20.167,14.778,10.556,3.5,-1.333
Minimum,South Region,1973,-2.056,0.167,7.222,8.333,13.056,18.333,20.611,19.333,17.389,12.0,6.944,-0.722
Minimum,South Region,1978,-4.833,-3.556,3.333,10.833,14.944,19.333,21.556,20.056,18.056,9.222,6.333,-1.056
Minimum,South Region,1983,-0.778,1.556,4.556,7.111,13.056,17.5,21.0,21.444,16.556,11.611,5.611,-4.833
Minimum,South Region,1988,-2.889,-0.222,4.0,8.444,13.667,18.222,20.667,20.778,16.667,9.667,5.167,0.389
Minimum,South Region,1993,-0.167,0.611,4.556,8.278,13.889,19.278,21.833,21.0,15.389,9.444,2.111,1.111
Minimum,South Region,1998,1.889,3.056,4.444,8.444,16.333,20.444,22.611,21.0,19.444,12.611,7.5,1.444
Minimum,South Region,2003,-1.389,0.722,5.333,10.278,15.778,18.389,21.167,21.167,15.833,11.167,6.444,0.222
Minimum,South Region,2008,-1.111,1.222,5.056,9.0,14.833,20.056,20.778,20.389,15.944,9.611,4.333,-0.389
Minimum,South Region,2013,0.833,1.556,3.611,8.056,14.167,19.944,20.389,20.833,18.056,11.0,3.667,-1.056
Minimum,South Region,2018,-2.889,2.611,6.833,6.944,17.556,21.278,21.667,20.833,18.889,11.944,2.889,1.667
Minimum,South Region,2022,-2.278,-1.389,4.111,10.556,16.611,20.667,22.722,21.5,17.167,9.889,4.5,1.667
Minimum,Southwest Region,1968,-8.111,-3.167,-1.833,0.333,5.611,11.111,14.333,12.5,8.056,3.5,-2.556,-8.444
Minimum,Southwest Region,1973,-9.167,-5.333,-2.444,-0.333,6.222,10.5,14.056,13.444,8.333,3.111,-2.056,-6.5
Minimum,Southwest Region,1978,-5.222,-4.556,0.111,2.389,5.667,11.611,14.667,12.833,9.556,4.611,-0.889,-8.611
Minimum,Southwest Region,1983,-5.444,-3.556,-0.778,-0.444,4.889,10.0,14.556,14.944,11.389,5.0,-1.5,-6.167
Minimum,Southwest Region,1988,-8.444,-4.889,-3.222,1.889,6.167,12.667,15.056,14.389,8.667,5.611,-1.889,-7.222
Minimum,Southwest Region,1993,-5.0,-4.444,-0.944,1.889,7.111,10.556,13.833,13.722,8.667,3.389,-4.167,-6.5
Minimum,Southwest Region,1998,-4.778,-4.056,-2.222,0.333,6.111,9.778,15.833,14.722,11.667,4.278,-0.833,-6.222
Minimum,Southwest Region,2003,-3.5,-4.333,-1.0,1.944,7.556,11.444,16.444,15.389,10.056,6.222,-1.833,-5.444
Minimum,Southwest Region,2008,-8.111,-4.833,-2.389,0.556,5.5,11.556,15.444,14.611,9.833,3.889,-0.611,-5.889
Minimum,Southwest Region,2013,-8.889,-6.556,-1.056,1.556,6.944,13.111,16.0,14.889,11.444,2.5,-1.333,-7.222
Minimum,Southwest Region,2018,-5.056,-4.222,-0.889,3.111,8.333,13.333,16.389,14.889,11.556,4.778,-3.0,-5.611
Minimum,Southwest Region,2022,-6.333,-7.056,-1.944,2.333,7.111,13.389,16.722,15.389,12.167,4.556,-4.056,-5.444
Minimum,Northwest Region,1968,-6.611,-2.611,-1.556,-1.722,3.0,6.944,10.167,9.278,6.333,1.222,-1.444,-6.111
Minimum,Northwest Region,1973,-7.278,-4.333,-2.611,-0.778,3.444,6.778,9.722,8.944,6.333,1.722,-1.667,-2.444
Minimum,Northwest Region,1978,-3.389,-2.444,-0.833,0.833,2.722,6.833,10.167,9.222,6.333,0.611,-5.333,-9.167
Minimum,Northwest Region,1983,-2.944,-1.889,-0.056,-0.889,3.667,6.556,9.111,11.222,5.167,1.944,-0.222,-8.444
Minimum,Northwest Region,1988,-7.0,-4.333,-2.778,1.222,3.333,7.889,10.167,8.778,5.444,4.389,-1.444,-6.056
Minimum,Northwest Region,1993,-8.944,-7.444,-1.222,0.611,5.889,6.444,7.556,8.556,5.611,2.778,-6.278,-4.667
Minimum,Northwest Region,1998,-3.5,-2.889,-1.833,0.222,4.167,6.778,12.333,10.611,8.5,1.167,-0.444,-6.333
Minimum,Northwest Region,2003,-1.556,-4.778,-0.778,0.167,3.667,7.667,11.611,10.722,7.0,3.5,-4.389,-3.667
Minimum,Northwest Region,2008,-8.0,-4.278,-4.0,-2.611,3.889,5.944,10.056,9.833,5.833,1.611,0.0,-7.222
Minimum,Northwest Region,2013,-7.556,-4.333,-2.111,-0.111,4.167,7.722,11.611,11.056,8.111,0.5,-2.222,-7.778
Minimum,Northwest Region,2018,-2.278,-5.5,-2.722,0.778,6.222,7.167,11.333,10.389,5.722,2.0,-2.278,-5.0
Minimum,Northwest Region,2022,-5.5,-5.944,-1.278,-1.889,2.444,7.389,12.111,12.556,8.444,3.833,-5.722,-6.833
Minimum,West Region,1968,-3.556,2.444,1.333,2.389,6.722,11.611,15.222,12.722,10.167,5.667,1.889,-3.611
Minimum,West Region,1973,-3.778,0.111,0.0,2.889,8.444,11.889,14.556,13.778,9.611,5.167,1.611,-0.389
Minimum,West Region,1978,0.556,0.556,4.0,3.389,6.444,10.778,14.278,13.556,9.889,6.944,-0.167,-4.778
Minimum,West Region,1983,-0.833,1.0,2.667,2.111,6.889,10.722,13.0,15.0,12.333,7.278,2.167,0.333
Minimum,West Region,1988,-2.889,-1.0,0.833,4.333,6.611,11.722,16.056,14.389,10.333,8.167,1.889,-3.111
Minimum,West Region,1993,-3.111,-1.333,3.667,4.167,8.5,10.556,13.0,13.389,10.222,6.833,-0.778,-2.444
Minimum,West Region,1998,0.0,-0.167,1.389,2.5,5.389,9.833,15.389,15.278,11.944,4.722,1.444,-3.333
Minimum,West Region,2003,1.833,-1.0,2.111,2.5,7.833,12.444,16.722,15.167,12.167,8.111,0.111,-0.833
Minimum,West Region,2008,-3.111,-1.111,0.722,2.333,7.222,11.556,15.556,15.278,11.389,6.111,3.611,-3.0
Minimum,West Region,2013,-4.444,-2.056,2.833,4.667,8.111,12.889,16.778,14.5,11.556,4.444,2.0,-3.667
Minimum,West Region,2018,1.222,-1.778,1.056,4.944,8.722,12.333,17.5,15.444,11.556,6.556,1.5,-1.0
Minimum,West Region,2022,-1.111,-1.556,2.333,3.722,7.111,12.778,16.667,16.778,13.833,7.556,-1.222,-1.611
Minimum,National,1968,-7.461,-5.55,-0.472,3.311,7.611,13.161,15.528,14.7,10.361,5.439,-0.378,-6.711
Minimum,National,1973,-6.761,-4.928,1.289,3.011,7.922,13.372,15.728,15.261,11.361,6.278,0.461,-4.65
Minimum,National,1978,-8.411,-7.7,-1.172,4.311,8.672,13.2,15.939,14.878,11.889,4.689,-0.5,-7.011
Minimum,National,1983,-4.522,-2.672,0.422,2.111,7.422,12.522,16.111,16.739,11.372,6.278,0.711,-8.6
Minimum,National,1988,-8.089,-5.711,-1.172,3.522,8.6,13.722,16.322,15.811,10.889,4.939,0.289,-5.328
Minimum,National,1993,-5.928,-6.139,-0.55,3.322,9.1,12.85,15.711,15.3,10.15,4.772,-2.15,-4.239
Minimum,National,1998,-3.522,-1.328,-0.65,3.7,9.878,13.278,17.161,16.15,13.339,6.289,1.689,-3.828
Minimum,National,2003,-5.422,-5.311,-0.211,4.172,9.311,13.089,16.789,16.6,11.139,6.328,0.0,-3.811
Minimum,National,2008,-6.8,-4.789,-1.3,2.961,8.089,13.65,16.161,15.339,11.35,5.089,0.5,-6.028
Minimum,National,2013,-5.672,-4.4,-1.611,2.922,8.989,14.322,16.661,15.878,12.622,5.3,-0.7,-6.328
Minimum,National,2018,-6.022,-4.239,-0.311,2.328,11.45,14.961,17.039,16.139,13.172,6.128,-1.189,-3.189
Minimum,National,2022,-6.95,-6.039,-0.311,3.378,9.65,14.389,17.539,16.811,12.711,5.489,-1.139,-4.672
Maximum,Alabama,1968,11.722,11.056,18.944,24.667,27.389,32.778,32.167,32.889,29.611,25.056,17.111,12.389
Maximum,Alabama,1973,12.0,13.833,21.333,21.778,26.833,31.0,32.444,31.5,30.611,26.444,21.111,14.389
Maximum,Alabama,1978,6.889,10.167,17.556,25.556,27.556,31.833,33.389,32.333,31.444,25.333,22.389,15.111
Maximum,Alabama,1983,11.167,13.556,17.333,21.333,26.944,29.222,33.333,33.889,28.778,24.5,18.889,11.111
Maximum,Alabama,1988,10.333,14.5,19.667,24.333,28.278,32.889,31.722,32.889,28.722,22.0,20.222,15.167
Maximum,Alabama,1993,14.444,14.333,17.222,22.0,26.833,31.722,34.333,32.722,29.944,23.778,17.889,13.167
Maximum,Alabama,1998,14.278,15.389,18.167,23.0,30.167,33.5,33.222,32.889,31.222,26.667,20.889,16.0
Maximum,Alabama,2003,10.833,14.833,20.167,24.333,27.611,29.722,31.0,31.667,29.222,24.389,21.611,13.5
Maximum,Alabama,2008,12.167,16.778,20.611,23.889,27.833,32.556,33.111,31.278,29.333,23.5,18.056,15.722
Maximum,Alabama,2013,15.5,14.944,16.833,23.5,26.444,30.944,30.056,30.611,30.056,24.611,17.389,14.556
Maximum,Alabama,2018,11.0,20.056,19.667,22.667,30.056,32.111,32.556,32.0,31.778,25.667,15.944,14.444
Maximum,Alabama,2022,13.222,17.167,21.722,24.167,29.333,33.278,33.111,31.333,29.722,24.222,19.333,14.889
Maximum,Arizona,1968,10.389,16.167,17.278,20.222,27.0,33.389,33.5,30.722,30.611,25.278,16.722,10.778
Maximum,Arizona,1973,9.222,12.278,12.444,19.5,27.667,32.667,34.667,33.889,30.833,25.944,17.5,14.222
Maximum,Arizona,1978,11.833,13.0,18.111,21.333,26.722,34.222,35.556,33.556,29.778,26.167,15.611,9.278
Maximum,Arizona,1983,12.778,13.667,15.444,18.222,26.833,31.667,34.222,32.333,31.111,23.333,16.444,12.833
Maximum,Arizona,1988,11.222,16.111,18.833,22.0,27.611,33.333,35.056,32.333,29.833,27.222,17.667,12.222
Maximum,Arizona,1993,11.556,12.556,18.667,23.5,28.333,32.778,34.0,32.722,30.889,23.833,15.833,13.056
Maximum,Arizona,1998,13.611,11.333,16.833,19.444,25.889,31.389,35.278,34.611,30.778,23.944,18.278,13.278
Maximum,Arizona,2003,17.222,13.833,17.833,21.444,29.222,33.889,37.167,34.056,32.0,28.0,16.222,13.5
Maximum,Arizona,2008,10.778,14.444,19.444,23.5,26.333,34.667,34.333,33.667,31.167,26.056,19.611,12.222
Maximum,Arizona,2013,10.944,13.111,21.056,23.778,28.389,35.889,34.333,33.056,29.778,23.333,17.778,12.278
Maximum,Arizona,2018,16.611,15.778,19.111,26.056,29.444,35.278,35.667,34.278,32.722,21.778,17.611,12.611
Maximum,Arizona,2022,14.0,14.944,19.333,25.056,29.722,34.556,35.167,32.722,31.722,23.889,15.444,12.611
Maximum,Arkansas,1968,7.611,9.222,16.278,22.167,25.5,31.0,31.722,32.056,27.889,23.111,14.111,9.778
Maximum,Arkansas,1973,8.167,10.889,18.556,19.556,25.833,30.556,32.444,32.111,28.111,24.944,17.944,10.722
Maximum,Arkansas,1978,3.167,4.667,14.667,24.056,26.222,30.889,35.111,33.389,29.722,23.889,17.722,11.167
Maximum,Arkansas,1983,8.222,11.778,16.056,18.167,24.833,29.5,33.056,35.222,30.167,24.056,16.389,3.167
Maximum,Arkansas,1988,6.889,11.667,17.056,23.0,27.889,32.722,32.333,33.444,29.333,20.833,17.444,12.333
Maximum,Arkansas,1993,9.0,11.056,15.222,19.222,25.222,30.111,34.722,33.5,28.167,21.333,13.667,11.444
Maximum,Arkansas,1998,11.333,13.444,15.167,22.111,29.0,32.556,35.056,33.389,31.778,24.333,17.5,11.778
Maximum,Arkansas,2003,8.5,9.278,17.111,23.556,26.556,28.278,32.333,33.0,27.444,24.0,18.167,11.556
Maximum,Arkansas,2008,9.611,12.389,17.611,21.222,26.222,31.0,33.278,30.722,27.111,22.556,15.778,11.222
Maximum,Arkansas,2013,10.889,11.833,14.167,21.278,25.333,30.833,31.722,31.556,31.056,22.111,14.444,9.722
Maximum,Arkansas,2018,7.833,13.222,18.611,19.667,30.167,32.778,33.611,31.5,28.778,22.444,13.278,11.5
Maximum,Arkansas,2022,10.5,12.389,18.389,21.778,27.389,31.778,35.278,31.667,30.389,24.222,15.889,11.111
Maximum,California,1968,11.278,15.278,16.778,19.722,23.389,29.389,32.333,29.056,29.0,22.444,15.111,9.611
Maximum,California,1973,9.611,12.444,12.389,19.333,25.833,29.944,32.5,31.278,27.722,22.389,13.722,12.0
Maximum,California,1978,11.5,12.889,16.833,16.611,23.944,28.667,32.167,31.444,26.667,25.778,14.444,9.667
Maximum,California,1983,11.889,12.889,13.722,15.667,23.778,27.444,30.222,30.444,29.0,23.0,14.389,11.556
Maximum,California,1988,11.222,16.556,18.444,19.722,23.278,27.889,33.722,31.889,29.278,26.167,15.278,11.5
Maximum,California,1993,9.778,11.444,17.5,19.611,23.889,27.722,30.278,31.0,29.389,23.389,16.056,11.889
Maximum,California,1998,11.889,10.556,15.5,17.278,18.556,25.556,32.611,33.722,27.944,21.556,14.944,11.556
Maximum,California,2003,15.611,13.444,17.222,15.944,24.111,30.056,34.333,31.778,31.111,26.778,13.722,11.556
Maximum,California,2008,9.833,13.833,17.278,20.222,23.944,30.389,33.0,33.111,30.722,24.5,18.278,10.944
Maximum,California,2013,11.778,14.222,19.167,22.056,25.278,30.667,33.722,31.667,28.389,22.5,17.611,13.444
Maximum,California,2018,14.778,15.0,15.389,21.111,24.389,30.278,34.444,32.778,30.0,23.056,18.056,12.111
Maximum,California,2022,14.333,16.167,18.889,20.5,24.556,30.333,33.389,33.667,30.611,25.444,14.333,11.111
Maximum,Colorado,1968,2.389,5.333,9.5,11.222,17.0,25.944,26.889,24.167,21.889,17.333,6.167,2.278
Maximum,Colorado,1973,-0.444,3.611,6.167,9.889,17.722,24.333,26.444,27.333,20.222,17.278,8.444,3.278
Maximum,Colorado,1978,1.111,2.333,10.167,14.667,17.111,25.0,29.167,26.556,23.333,17.667,7.444,-0.944
Maximum,Colorado,1983,4.278,5.778,6.889,9.278,15.889,22.056,28.0,28.167,24.278,16.833,7.667,-1.833
Maximum,Colorado,1988,-0.5,4.889,8.056,14.722,19.167,26.611,28.5,27.5,21.722,18.222,8.222,3.667
Maximum,Colorado,1993,1.444,2.333,9.278,12.833,19.0,23.889,27.278,25.222,21.222,14.556,5.444,4.056
Maximum,Colorado,1998,4.556,4.667,8.222,12.389,20.778,23.667,28.222,26.944,25.333,15.5,9.722,4.222
Maximum,Colorado,2003,7.0,3.444,9.667,15.167,20.0,23.556,31.833,28.5,22.278,19.611,7.056,5.278
Maximum,Colorado,2008,0.778,4.556,8.778,13.222,18.722,25.333,29.389,26.333,22.333,16.778,10.778,3.0
Maximum,Colorado,2013,2.611,3.778,9.333,11.944,19.556,27.944,28.222,27.278,23.167,14.167,8.833,2.556
